fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,262.786087071522,15,7,3.74856,961,7,15568,196597,37690,39683,4572,5190,0,520.3781236,12303,13014,138147,150682,0,331216,358958,16529,516.6295636,102790,66,50.72,52.83,100.01,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,335.009685670522,14,81,6.7342,1676,2,25533,532085,122627,98326,3516,2681,0,1789.270486,35843,38552,238280,301433,0,558850,717465,27209,1782.536286,283445,46,43.85,68.26,100.01,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,306.062654772054,14,59,0,3536,18,58104,891440,118630,93535,11530,9105,0,2728.3649297,62372,65187,429043,522088,0,1187064,1506489,61640,2728.3649297,554514,64,38.54,43.32,100.03,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,329.025262099369,15,24,0,1297,17,40333,396281,84540,86947,1673,2684,0,1303.8645989,25547,27314,256011,309787,0,781942,971758,41630,1303.8645989,231702,76,47.02,52.35,100.13,NA
2025-2026,May,05,BIHAR,0516,VAISHALI,2052384,264.004102516068,15,25,0,3407,26,42771,379004,52190,58915,3190,1716,0,1000.5861087,24846,25483,254241,266122,0,803046,831172,46178,1000.5861087,231185,84,56.28,51.83,100.01,NA
2025-2026,May,05,BIHAR,0517,BEGUSARAI,1079494,342.139414805527,13,10,1.85073,1478,40,34692,338144,21526,27782,390,312,0,1158.7746328,24926,26040,158636,198613,0,592741,748344,36170,1156.9239028,225954,78,22.15,25.11,100.53,NA
2025-2026,May,05,BIHAR,0521,SAHARSA,4491651,301.156100079128,13,42,3.76252,567,2,25681,714035,86582,49977,1111,972,0,2154.1224792,52750,58263,275189,342127,0,513033,639760,26248,2150.3599592,411575,85,22.72,82.41,100,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,267.573760467562,15,20,0,933,13,26504,311916,46118,50044,2301,2480,0,834.6053707,20351,22702,172016,231275,0,488654,677800,27437,834.6053707,176581,83,33.38,45.21,100,NA
2025-2026,May,05,BIHAR,0524,KATIHAR,2558492,291.354080213525,15,51,0,982,9,36614,748951,98823,50581,39777,18986,0,2182.0992973,49659,56345,301527,388006,0,679935,911943,37596,2182.0992973,458268,77,55.48,63.23,100,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,272.579662110356,15,7,3.74856,966,6,15598,226938,46243,39711,5474,5196,0,622.3353936,14298,15085,138249,150789,0,331360,359116,16564,618.5868336,119129,66,55.83,57.7,100.01,NA
2025-2026,May,05,BIHAR,0551,ARWAL,681179,324.952907030112,14,41,0,535,1,7722,200452,19669,14312,1049,582,0,651.374601199999,13641,14500,81237,94041,0,184890,211962,8257,651.374601199999,105469,56,48.54,60.31,100.01,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,325.58845223538,12,140,0,1301,10,52427,1543161,380837,162662,12693,3963,0,5024.3540154,123715,127724,436442,486301,0,1067271,1356766,53728,5024.3540154,866686,36,58.16,87.69,100.02,NA
2025-2026,May,05,BIHAR,0509,SARAN,2008809,222.421319877698,16,53,0,1617,13,43011,1090745,115738,38488,14743,4482,0,2426.0494255,67035,67224,277404,281335,0,700267,728530,44628,2426.0494255,682376,77,29.38,61.09,100.03,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,309.607107462713,16,27,0,1305,17,40775,445066,92433,87014,1853,2685,0,1377.9559689,27678,29657,256490,310430,0,782784,972773,42080,1377.9559689,260405,76,46.55,51.81,100.12,NA
2025-2026,May,05,BIHAR,0518,SAMASTIPUR,3038760,302.476991116828,14,80,0,4163,39,63682,763466,127063,105430,2323,1856,0,2309.308985,54002,55894,391144,444494,0,1022453,1161172,67845,2309.308985,493411,62,21.17,24.52,100.02,NA
2025-2026,May,05,BIHAR,0519,DARBHANGA,2510164,375.92685356656,14,237,0.0189,1611,29,36145,615481,106883,68420,2751,941,0,2313.7772576,42366,44021,300922,340524,0,901664,998079,37756,2313.7583576,392988,67,25.42,37.54,100,NA
2025-2026,May,05,BIHAR,0521,SAHARSA,4491651,280.468905297075,13,47,3.76252,567,2,25857,824927,100588,50080,1206,975,0,2317.4262464,59535,65734,275604,342728,0,513277,640075,26424,2313.6637264,474208,85,21.58,82.15,100,NA
2025-2026,May,05,BIHAR,0525,KHAGARIA,552724,259.461108140012,13,2,1.19904,604,0,15675,194840,25880,19662,1240,409,0,506.733063099999,14231,14516,94222,104737,0,364936,439028,16279,505.534023099999,125729,81,15.22,18.1,100.09,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,276.680268845833,16,56,0,3004,7,32064,640367,51252,47439,4783,4633,0,1771.76913719999,39143,44876,260208,349178,0,721975,992899,35068,1771.76913719999,406224,71,18.12,22.87,100.01,NA
2025-2026,May,05,BIHAR,0551,ARWAL,681179,312.054483106314,15,52,0,556,1,7730,222154,21633,14350,1138,583,0,693.2415164,14743,15655,81328,94154,0,185044,212154,8286,693.2415164,117425,56,49.25,61.18,100.01,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,363.675768804397,13,40,0,1773,17,27250,303094,34746,41355,1093,1113,0,1102.2794347,22845,23553,203369,225743,0,724179,797406,29023,1102.2794347,164138,54,39.26,57.53,100.87,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,349.60734056353,15,22,0,1253,26,39852,329175,70363,86906,1599,2683,0,1150.8199633,21725,23228,255581,309261,0,780936,970524,41105,1150.8199633,195917,76,43.68,49.85,100,NA
2025-2026,May,05,BIHAR,0515,MUZAFFARPUR,3205366,349.767123744142,16,25,0,921,46,30186,717836,122240,68741,7986,4026,0,2510.7543304,43315,49044,297637,374483,0,894775,1152397,31107,2510.7543304,387999,65,56.54,70.21,100,NA
2025-2026,May,05,BIHAR,0519,DARBHANGA,2510164,419.150107502172,13,208,0.0189,1478,36,35847,456921,83414,68186,2034,936,0,1915.2037627,33483,34760,299706,339231,0,899042,995340,37325,1915.1848627,290931,67,26.42,36.69,100,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,216.184506597996,13,184,0,661,5,13678,587148,58438,17937,14391,3996,0,1269.3230068,43402,46301,129315,151733,0,242390,284448,14339,1269.3230068,301276,53,58.74,73.47,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,269.342214139261,13,14,1.10331,1334,3,21197,208257,23733,35219,4482,11042,0,562.0273249,15036,16118,156283,205385,0,512841,651986,22531,560.9240149,123958,70,41.26,48.11,100,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,248.376589097635,13,15,0,468,5,10447,376267,63874,23228,2874,2597,0,934.559140499999,27155,29221,110925,131762,0,233536,280448,10915,934.559140499999,202246,67,43.48,65.53,100,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,315.891081652361,15,7,3.74856,945,7,15528,148079,24243,39664,3260,5190,0,471.5169148,9274,9889,138047,150571,0,330953,358681,16473,467.7683548,77686,67,41.79,43.21,100.01,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,380.878652144275,14,45,6.7342,1601,2,24979,337410,71238,97937,2730,2675,0,1291.8568602,22809,24607,237076,299835,0,558017,716265,26580,1285.1226602,183283,45,35.91,56.9,100,NA
2025-2026,May,05,BIHAR,0508,NAWADA,2638512,272.201233905073,13,173,0,885,7,24880,593976,169702,91692,3377,2818,0,1616.8100011,43237,44015,291726,306087,0,653923,682373,25765,1616.8100011,339310,53,35.57,57.54,100.01,NA
2025-2026,May,05,BIHAR,0516,VAISHALI,2052384,298.211614286843,14,24,0,3088,27,42209,265783,38003,58825,2226,1713,0,792.5957748,18084,18620,253372,265150,0,800777,828731,45297,792.5957748,164267,84,52.06,49.18,100,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,297.911068779379,14,14,0,719,15,25805,220822,32642,49929,1718,2469,0,657.8531803,15291,16994,171283,230263,0,487974,676861,26524,657.8531803,129286,83,34.38,47.2,100,NA
2025-2026,May,05,BIHAR,0523,PURNIA,1625467,322.805226710441,15,16,0,1688,11,34094,467248,35337,41684,5993,8428,0,1508.3009657,31002,34424,241952,323329,0,647999,883496,35782,1508.3009657,300344,85,33.37,45.89,100,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,229.83157215036,13,167,0,635,5,13566,432853,43328,17882,10728,3978,0,994.832854999999,33263,35488,128736,151099,0,242232,284260,14201,994.832854999999,224308,53,56.62,70.5,100,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,301.347810282567,15,38,0,2639,7,31111,355845,26251,47299,1999,4568,0,1072.3311155,23720,27374,258102,346396,0,719075,988885,33750,1072.3311155,223528,70,18.33,22.73,100,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,292.421119645921,13,164,0,341,3,12941,311795,78427,54808,13018,10338,0,911.75443,22672,24842,144996,190951,0,326110,420574,13282,911.75443,148792,38,65.58,81.74,100.03,NA
2025-2026,May,05,BIHAR,0550,JAMUI,3037736,238.965068377536,13,5,0,1223,6,20833,139812,21891,71453,2566,17009,0,334.1018414,10557,11700,238130,317485,0,452884,618086,22056,334.1018414,77785,65,39.87,52.82,100,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,302.467608697887,14,24,0.42124,1733,2,28711,486371,78226,41225,3323,2234,0,1471.5359731,33528,35205,171283,194541,0,617624,857894,30444,1471.1147331,232213,77,46.66,69.29,100,NA
2025-2026,May,05,BIHAR,0508,NAWADA,2638512,267.146358020631,14,230,0,942,5,25459,1049001,291454,92590,6403,2829,0,2802.3679671,72006,73189,295027,309493,0,655288,683771,26401,2802.3679671,597664,54,38.7,63.68,100.01,NA
2025-2026,May,05,BIHAR,0509,SARAN,2008809,278.964712450274,16,54,0,1617,12,43068,1212399,132065,38536,16416,4481,0,3382.1653841,72540,72741,277711,281646,0,700862,729167,44685,3382.1653841,752980,78,30.36,63.19,100.02,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,299.896328410674,15,66,0,3893,17,59469,1102656,149557,93724,15441,9121,0,3306.824859,73462,76849,430518,523941,0,1188540,1508575,63362,3306.824859,676469,64,40.7,45.27,100.03,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,312.818252654753,16,30,0,1362,17,40944,470571,96408,87055,2125,2695,0,1472.0319797,29224,31284,256743,310730,0,783592,973747,42306,1472.0319797,274528,77,47.13,52.46,100.15,NA
2025-2026,May,05,BIHAR,0515,MUZAFFARPUR,3205366,331.408714235436,16,36,0,946,40,30372,883661,152507,68989,9897,4032,0,2928.5295583,53039,59586,298555,375627,0,897246,1155421,31318,2928.5295583,476607,65,57.7,72.21,100,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,245.670397562203,15,16,0,489,5,11214,584462,91877,23425,5742,2607,0,1435.850119,36816,39383,112101,133154,0,234260,281328,11703,1435.850119,310088,68,44.51,68.26,100.01,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,272.750365370405,14,193,0,373,2,13219,492596,121119,55124,27887,10458,0,1343.5573898,33508,36700,145993,192247,0,326952,421671,13592,1343.5573898,238530,39,68.61,84.55,100.03,NA
2025-2026,May,05,BIHAR,0502,NALANDA,3495268,251.674199086466,16,159,0,2343,3,28714,1381229,331862,89428,3828,820,0,3476.1970233,83085,89656,266360,325946,0,583644,798852,31057,3476.1970233,745923,39,37.21,71.47,100.02,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,291.381948669893,15,73,0,4454,15,62783,1360605,185686,94099,19939,9174,0,3964.5573627,86994,91375,433558,528065,0,1195217,1517594,67237,3964.5573627,836290,66,41.39,47.06,100.08,NA
2025-2026,May,05,BIHAR,0519,DARBHANGA,2510164,332.545942618567,15,309,0.0214,1846,23,36431,916150,165536,69080,3648,955,0,3046.6410533,57607,59986,303475,343376,0,911246,1008063,38277,3046.6196533,582223,67,25.6,37.4,100.12,NA
2025-2026,May,05,BIHAR,0521,SAHARSA,4491651,260.90605962585,16,64,3.76252,613,2,26537,1310170,158097,50475,2104,978,0,3422.0754414,80073,88707,277800,345530,0,517155,645065,27150,3418.3129214,745798,85,23.48,84.14,100,NA
2025-2026,May,05,BIHAR,0524,KATIHAR,2558492,279.485568096062,16,82,0,1399,7,37005,1140925,146920,50913,66790,19209,0,3188.7207178,68767,77433,303186,390441,0,685314,920101,38404,3188.7207178,695080,77,53.95,61.28,100.02,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,263.877620921723,16,214,0,481,1,13462,662412,158020,55377,38251,10526,0,1747.9570263,39168,43158,146817,193344,0,328332,423367,13943,1747.9570263,319545,40,70.03,85.32,100.14,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,298.419108504029,15,92,6.7342,1888,2,25906,840531,197881,98723,7819,2711,0,2515.0393169,52655,56701,239608,303254,0,560492,719921,27794,2508.3051169,446966,47,44.22,70.54,100.01,NA
2025-2026,May,05,BIHAR,0515,MUZAFFARPUR,3205366,322.946888434852,16,65,0,959,38,30470,1034669,179191,69332,12145,4047,0,3341.4313411,60898,68264,300015,377415,0,898983,1157669,31429,3341.4313411,561924,65,58.78,73.27,100,NA
2025-2026,May,05,BIHAR,0527,BHAGALPUR,1485129,342.442167886539,15,54,0,959,5,28479,774261,115860,35529,37320,8767,0,2651.3961535,51434,56700,182725,227881,0,521496,729697,29438,2651.3961535,422474,79,54.56,65.26,100.03,NA
2025-2026,May,05,BIHAR,0542,KISHANGANJ,1754496,254.278151680491,16,56,0.1424,828,0,24444,724312,49526,20999,11905,7079,0,1841.909566,43391,46924,193543,231654,0,369528,472871,25272,1841.767166,491308,73,8.83,38.45,100,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,249.65260476199,16,17,0,554,4,11359,684504,105410,23567,7970,2617,0,1708.88206570001,41661,44460,112939,134105,0,234898,282042,11913,1708.88206570001,363310,68,45.12,70.32,100.02,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,299.445861410086,16,94,6.7342,1894,2,25957,874003,207827,98776,8033,2712,0,2623.9000121,54612,58843,239773,303475,0,560684,720170,27851,2617.1658121,464036,47,44.26,71.62,100.01,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,276.659352264051,15,60,0,3275,7,38678,743976,57388,47551,5457,4662,0,2058.2791826,48057,54942,264639,355098,0,725623,997950,41953,2058.2791826,470048,76,17.53,21.98,100.01,NA
2025-2026,May,05,BIHAR,0543,SHEOHAR,437932,273.774899292944,17,4,0.06195,328,0,10980,175658,24763,13753,143,80,0,480.9694626,9892,11828,64701,91286,0,160097,213433,11308,480.9075126,97912,69,35.81,48.15,100.03,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,254.647802767454,15,19,1.10331,1617,3,21537,364595,46517,35376,8265,11062,0,929.536466499999,22929,24922,157351,206750,0,515141,654686,23154,928.433156499999,213872,70,45.14,54.32,100.06,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,268.167831351799,15,17,3.74856,1038,6,15794,395569,82544,39847,10583,5220,0,1064.5373688,24812,26039,138726,151348,0,332755,360665,16832,1060.7888088,203947,66,64.57,68.8,100,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,271.300447726406,15,199,0,406,2,13343,553463,133602,55221,33568,10488,0,1501.547597,35718,39222,146362,192722,0,327488,422295,13749,1501.547597,269680,39,68.87,84.9,100.05,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,325.488541064846,12,143,0,1406,10,52592,1640162,403518,162833,13438,3960,0,5338.5393649,129511,133802,437111,487102,0,1067829,1357425,53998,5338.5393649,920865,36,58.1,87.42,100.02,NA
2025-2026,May,05,BIHAR,0520,MADHUBANI,1861087,273.315580619779,16,70,0.1166,1647,14,49013,655782,79891,58944,1641,1021,0,1792.4709809,40460,43555,264460,328766,0,1052393,1420305,50660,1792.3543809,442163,84,22.63,38.72,100.48,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,247.959667252894,14,227,0,719,5,13974,855755,88646,18118,26069,4021,0,2121.9272505,58226,62067,130460,153061,0,242959,285116,14693,2121.9272505,442419,54,58.96,72.99,100,NA
2025-2026,May,05,BIHAR,0542,KISHANGANJ,1754496,252.887779017857,16,55,0.1424,820,0,24180,652288,45661,20986,11014,7079,0,1649.699036,40632,43963,193257,231247,0,369199,472400,25000,1649.556636,442707,73,9.07,39.19,100,NA
2025-2026,May,05,BIHAR,0547,Sheikhpura ,527627,260.037856095186,13,27,0,251,5,6685,158174,21660,13901,925,286,0,411.3122785,11845,12197,58447,65220,0,140168,152735,6936,411.3122785,86734,51,32.9,59.34,100.01,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,268.293653966618,14,198,0,388,2,13273,522019,127042,55181,30266,10491,0,1400.5438495,34806,38141,146226,192543,0,327090,421839,13661,1400.5438495,253343,39,68.29,84.71,100.03,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,266.636092069954,15,89,0,1079,16,19450,882416,180375,64784,11359,4791,0,2352.8395382,55683,59800,195019,242679,0,462343,583046,20529,2352.8395382,391025,41,53.57,79.61,100.12,NA
2025-2026,May,05,BIHAR,0509,SARAN,2008809,278.299239651984,16,54,0,2115,12,42553,1227530,134433,38534,16647,4481,0,3416.2066565,73096,73293,277626,281561,0,703716,732107,44668,3416.2066565,760744,78,30.14,63.67,100.03,NA
2025-2026,May,05,BIHAR,0511,GOPALGANJ,1285466,293.958856241292,16,38,0,947,4,19316,488040,54412,20709,20042,6132,0,1434.636802,28772,30229,118939,142210,0,341234,400235,20263,1434.636802,281906,46,38.44,56.72,100,NA
2025-2026,May,05,BIHAR,0525,KHAGARIA,552724,253.187244334659,15,3,1.19904,766,0,16198,239659,31433,19691,1602,411,0,607.9850579,15700,16025,94831,105505,0,367668,441937,16964,606.7860179,154150,81,15.37,18.74,100.12,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,242.187156040109,16,234,0,757,5,14055,999775,107045,18191,29329,4053,0,2421.3266393,61507,65650,130879,153556,0,243545,285750,14812,2421.3266393,514735,54,57.09,71.93,100,NA
2025-2026,May,05,BIHAR,0542,KISHANGANJ,1754496,245.075444159852,17,57,0.1424,914,0,24806,810125,54875,21027,14042,7082,0,1985.559842,46869,50599,193917,232190,0,370135,473642,25720,1985.417442,555228,73,9.58,37.87,100.08,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,265.746554430418,16,90,0,1092,16,19485,928874,190451,64838,11685,4792,0,2468.45065,56963,61245,195166,242867,0,463128,584064,20577,2468.45065,412105,41,52.75,79.98,100.12,NA
2025-2026,May,05,BIHAR,0520,MADHUBANI,1861087,270.107684084409,17,75,0.1166,1748,14,49593,787071,93086,59068,2061,1024,0,2126.0558502,44962,48457,265379,330049,0,1062649,1431806,51341,2125.9392502,534470,84,22.34,38.1,100.53,NA
2025-2026,May,05,BIHAR,0525,KHAGARIA,552724,255.486683469098,15,3,1.19904,766,0,16254,245401,32246,19723,1602,411,0,628.1659161,15990,16319,94938,105619,0,368640,442923,17020,626.9668761,158084,81,15.19,18.55,100.12,NA
2025-2026,May,05,BIHAR,0543,SHEOHAR,437932,259.566430909574,19,5,0.06195,346,0,11042,203458,28305,13798,169,80,0,528.170619,10694,12900,64813,91469,0,160693,214132,11388,528.108669,112851,70,36.12,47.61,100.03,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,241.545575554596,16,25,1.10331,1658,3,21648,435632,58438,35503,11227,11086,0,1053.3531317,26504,28893,157778,207317,0,516588,656378,23306,1052.2498217,253499,70,48.11,59.02,100.22,NA
2025-2026,May,05,BIHAR,0550,JAMUI,3037736,240.781035998597,14,54,0,1671,2,21435,532993,110909,72256,12743,17106,0,1283.3460672,36169,41043,240459,320865,0,455139,621230,23106,1283.3460672,295283,66,35.03,74.03,100,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,293.964859809735,17,105,6.7342,2221,2,26182,1115805,267547,99284,10443,2719,0,3286.80880400001,64034,69217,241083,305336,0,562828,723280,28403,3280.07460400001,589580,48,42.25,71.37,100.16,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,297.039886643608,15,163,0,1991,10,53461,2174734,537819,163546,17361,3976,0,6459.8274084,144310,149576,439584,489983,0,1070958,1360986,55452,6459.8274084,1226377,37,56.15,87.07,100.07,NA
2025-2026,May,05,BIHAR,0508,NAWADA,2638512,257.256241527715,17,316,0,1143,5,26213,1697594,467394,93759,10794,2850,0,4367.1665208,98948,100552,299231,313811,0,658210,686748,27356,4367.1665208,965692,54,32.85,53.26,100.05,NA
2025-2026,May,05,BIHAR,0510,SIWAN,1494891,245.412499117687,19,87,0,1423,11,28066,906708,137089,35075,60669,12790,0.00325,2225.1780125,45376,46308,169152,184766,0,464634,543327,29489,2225.1747625,579594,82,40.3,54.01,100.23,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,268.047468169187,16,86,0,4736,15,65936,1648874,225543,94385,22627,9214,0,4419.7650103,98057,103372,436424,531827,0,1196310,1519070,70672,4419.7650103,1014631,67,42.26,48.09,100.09,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,256.70016194785,18,31,0,1246,10,28943,598773,90427,50399,5671,2506,0,1537.0512607,33243,37256,174656,234784,0,493109,683962,30189,1537.0512607,344773,85,30.58,47.03,100,NA
2025-2026,May,05,BIHAR,0527,BHAGALPUR,1485129,314.306817085513,17,70,0,1404,4,29263,1085879,163551,35975,49175,8822,0,3412.99172229999,61780,68539,184733,230647,0,524810,734220,30667,3412.99172229999,591895,79,54.33,65.41,100.33,NA
2025-2026,May,05,BIHAR,0547,Sheikhpura ,527627,247.333260054439,15,55,0,294,5,7165,235493,33363,14015,1208,291,0,582.4525141,15681,16193,59097,65911,0,140534,153074,7459,582.4525141,128861,54,30.38,65.28,100.01,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,265.492879583206,18,34,0.42124,2110,2,30980,892143,140071,41610,6411,2263,0,2368.9973807,48470,50947,175223,198734,0,623473,863996,33090,2368.5761407,432063,77,43.88,68.48,100.08,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,252.350506447229,18,100,0,1230,16,19813,1253872,262657,65434,14590,4809,0,3164.1523422,66568,71896,197124,245319,2,465890,587495,21043,3164.1523422,555545,41,51.06,81.91,100.22,NA
2025-2026,May,05,BIHAR,0511,GOPALGANJ,1285466,277.924981600389,19,75,0,1162,4,19828,690232,78474,20914,28490,6192,0,1918.327159,34611,36520,120064,143692,0,344630,404231,20990,1918.327159,397475,47,37.68,57.55,100,NA
2025-2026,May,05,BIHAR,0517,BEGUSARAI,1079494,280.669309019099,18,28,1.85073,2031,40,39582,714506,44819,27956,761,314,0,2007.2497831,38459,40615,163291,204425,0,599101,756128,41613,2005.3990531,480522,81,20.14,23.8,101.06,NA
2025-2026,May,05,BIHAR,0542,KISHANGANJ,1754496,248.134249834072,18,79,0.1424,1168,0,29085,1249037,80980,21103,24137,7113,0,3099.4309901,68255,73747,197764,237122,0,371548,475613,30253,3099.2885901,856237,76,11.16,40.51,100.05,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,243.987689294389,18,28,0,645,4,11654,1062723,158250,24066,14052,2658,0.78341,2593.69670130001,57500,61488,115598,137234,0,237542,285017,12299,2592.91329130001,559157,67,45.15,73.69,100.07,NA
2025-2026,May,05,BIHAR,0550,JAMUI,3037736,237.475762569395,15,88,0,2195,1,21609,836337,184235,72829,24842,17190,0,1986.0976684,52417,59972,242191,323363,0,456452,622993,23804,1986.0976684,460643,66,35.35,79.32,100,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,298.021252135016,16,69,0,2565,12,28406,612993,74559,41618,2297,1126,0,1826.8494141,37534,38698,205683,228261,0,730563,804324,30971,1826.8494141,335004,55,40.01,59.63,100.81,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,307.865700870499,14,149,0,1845,10,53063,1968873,481461,163265,15742,3974,0,6061.48466070001,139949,144902,438531,488766,0,1070352,1360289,54908,6061.48466070001,1109740,37,56.52,86.68,100.04,NA
